,text,sentiment
1890,تعاملت معاهم مرة وحدة بس اللي خلاني اتعامل معاهم كرت الخصم اللى بيمشى معايا,Mixed
1891,الله يسعدكم,Positive
1892,ياكره ابوهم والله بس اخاف من الفصل,Negative
1893,ماشاء الله تبارك الله يا قطار الحرمين,Positive
1894,متى تفتح اختبار القبول ؟,Neutral
1895,للاسف ما عجبني تعاملكم معايا خالص,Negative
1896,الله يسعدكم تكفون ردو علي 😦,Negative
1897,كلمتكم كلمتكم مافيه رد مافيه اي اهتمام,Negative
1898,الله يبارك فيكم وكثر من أمثالكم 😍😍😘😘,Positive
1899,الوضع دا مش طبيعي خالص لازم متابعه عاجله,Negative
1900,شكراً جزيلًا، بالتوفيق لكم❤️,Positive
1901,يعطيكم العافيه على الموعد,Positive
1902,ماحد يقدر ع جودك يابنتي ♥️♥️ Positive,Positive
1903,الكل في هذا البلد يتذمر ولا يرى الجميل ... هذه شوارع نظيفة وبنية تحتية قوية وأمان كبير ... نعم لا يوجد وظائف ولا رخاء ولكن هذا هو الوطن وهو الأجمل Neutral,Neutral
1904,مافيه اي خدمات متوفرة بعد الظهر من يوم الجمعة للسبت  والرقم المجاني 24 ساعة مشغول دايماً ... Negative,Negative
1905,خدمة غير مرضية وموظفون غير مؤهلين وطلبات تأخذ وقت فوق الطبيعي .. الطلب يوصل متعفن  Negative,Negative
1906,"فوق الوصف كالعادة ,, الخدمة , الجو , السعر , العروض كل شي رائع Positive",Positive
1907,بعد عناء استطعت ايجاد جواب لسؤالي في المنتدى .. مواقع التواصل وأجهزة الدعم الفني ما عجبتني Neutral,Neutral
1908,ياجماعة انتو نصابين 🤬🤬🤬😠😠😡😡 trablna be fake products Negative,Negative
1909,لا يعطي اي ردود في ساعات الدوام ولا غيرها .. عدم احترام للمشتركين Negative,Negative
1910,شكرا على التحديث بس المفروض يكون فيه ترجمة للي يبي الخدمة باللغة العربية 👍 Positive,Positive
1911,متجر موثوق وممتاز اشتريت منهم عدة مرات وأنا مرتاح  👌Positive,Positive
1912,بعد التحديث الجديد صار التطبيق سريع ومتجاوب وسهل الاستخدام شكرا لكم Positive,Positive
1913,اسعاركم فوق الاسعار المعقوله في المحلات الاخرى وفي بعض الاحيان مبالغ فيها Negative,Negative
1914,موظف الدعم سيئ ولم يعطيني اي اجوبة فنية فقط سخريات .. شركتكم غير محترمة مع الزبون  Negative,Negative
1915,سيارة ممتازة بالنسبة لسعرها .. بعد استخدامي لها اشهر حبيت اكتب تجربتي معها positive,Positive
1916,الله يرحم ايام اول كانت الخدمة فيه مميزة والاستقبال طيب وترحاب .. اما الحين صار العكس  وفي كل مرة اتصل بخدمة العملاء ودائما نفس المشكلة  Negative,Negative
1917,خدمة رائعة جدا جدا .. شكرا جزيلا لكم Positive,Positive
1918,دايم الابليكيشن يطفي كل شوي من غير سبب ومحد فاهم المشكلة الحقيقية Negative,Negative
1919,انصح الكل بتجربة هذا التطبيق اللي بيسهل عليكم كثير في حياتكم ومهامكم اليومية .. شكرًا فريق عمل مميز Positive,Positive
1920,😍 مرحبا بكم في متجرنا، لدينا مجموعة متنوعة من العطور تناسب جميع أذواقكم. #اكسبلور_العالم,Positive
1921,لازم تجربوها 👌💚 #منتج_رائع #جوده_عالية,Positive
1922,سماعة بلوتوث بجودة صوت ممتازة 👌💯 سعرها مناسب جداً #جربها_بنفسك,Positive
1923,ممتازة وعملية ومناسبة للسفر 💙 جربتها بنفسي,Positive
1924,سيئة جداً ولا انصحكم بها 👎👎👎,Negative
1925,طلبت المنتج من شهر وما وصلني لحد الآن 🤬🤬🤬,Negative
1926,جهاز سيء ومبالغ في سعره 💔,Negative
1927,تعبت من طلب الشحن يقولو لي انه تحت الاجراء 🤬🤬🤬🤬🤬,Negative
1928,موظفين سيئين جداً ولا يوجد اي اهتمام بالزبون 💔,Negative
1929,ما انصحكم بالتعامل معهم نهائياً 👎👎👎,Negative
1930,شكرًا على خدمة العملاء الممتازة 🌹🌹🌹,Positive
1931,سرعة في التوصيل وجودة عالية للمنتج 👌👌👌,Positive
1932,جميل انك تقدر تقسط بدون فوائد 👌,Positive
1933,جيد لكن فيه منتجات افضل منه,Neutral
1934,ممكن رقم للتواصل مع المدرسة عندي استفسار ؟,Neutral
1935,شركة محترمة وتعامل راقي 👍,Positive
1936,وين الفلوس اللي طلبتها منك قبل اسبوع ؟,Negative
1937,الجو اليوم كله برد وريح 🥶,Negative
1938,يارب ارزقني رزق حلال يارب وفرج همي,Positive
1939,المشروع تعبان وفيه مشاكل كتير بس بردو فرحان بيها 😂,Mixed
1940,حاسس اني تعبان نفسيا وعقليا وجسديا .. الله يفرجها,Negative
1941,التحقيق ده زهقني اوي والله 💔,Negative
1942,مبروك يا حبيبتي ربنا يتمملك علي خير,Positive
1943,بتشجع مين في الماتش ده ؟ انا مش متابعة بس عايزة اعرف,Neutral
1944,لسه الصبح بدري بس تعبان اوي 😢,Negative
1945,الحمد لله على كل شيء مهما كان,Positive
1946,حجزت عمره بالشهر اللي فات وماتم الاتفاق مع الشركة حتي الان وخدمة العملاء سيئة جداً,Negative
1947,بصراحة التوكيل ياخد الوقت كتير في الاصلاح لدرجة أني أفكر أشتري عربية جديدة بدل اللي عندي دي 😅,Mixed
1948,سيارة رائعة بس قطع غيارها غاليه شوية,Mixed
1949,ابي اشتري سيارة بس مدري اشتري تويوتا ولا هيونداي 🥺,Neutral
1950,تجربتي مع شركة كيا كانت سيئة جداً لدرجة أني ندمت إني اشتريت منهم,Negative
1951,سيارة الأحلام 🤩,Positive
1952,عندي مشكلة في العربية ولا عارف أوصلها الوكيل ازاي,Negative
1953,شكراً على التوصيل السريع 👍,Positive
1954,متحمس جداً لتجربة سيارتي الجديدة 😍,Positive
1955,حظي سيء مع السيارات دائماً 💔,Negative
1956,مساء الخير 🌹✨ اخبروني وش افضل تطبيق ترجمة 📝 للعربي ؟,Neutral
1957,انتظرت إسبوع عشان طلبي يجي وأخر شي أتصل على رقمهم ويقولون احتيال وبلوك ماعاد فتحوا الرقم 😤💔,Negative
1958,🤣😂😭 يا معفن انت ياربي يعني دخل فرحان وماخذ باله انو راح يتوزن على وجهه بعد ثواني بس😂,Mixed
1959,تخرررررجت ✨🌺❤️,Positive
1960,الله يفرجها يارب 🤲🏼 أمين يارب,Neutral
1961,مو معقوله ياعالم اني اعطيت الشغاله فلوس حق سياره ابوي وصارت توقف السياره مرتين باليوم تعبي بنزين 😡😡😡,Negative
1962,عندك بطاقة فيزا الراجحي؟😍,Positive
1963,الله لايوفقك انت وامثالك اللي يبيعون اشياء مستعمله ويقولون جديد طلعني كذاب بعد💔,Negative
1964,مافي شي احلى من قراءة قصص اطفال قبل النوم 😴,Positive
1965,قاعده اتعلم لغه جديده 🇸🇦🇮🇹 وماشي الحمدالله,Positive
1966,ياجماعه الله يعينكم صج اختفت الخدمه وصارت ماشيه بطيئه بس والله مافي صوره للبطاقه وانا احتاج تحويل حوويله ضروري معقوله 😡,Negative
1967,تحمست حق الشامبو الي طلع جديد كله ثناء ومدح عليه قلت اخذه بس خيب ظني 😭💔,Negative
1968,صباحكم عسل 🍯 اللهم لك الحمد والشكر على نعمة الستر والصحة والعافية وراحة البال 🕊️,Positive
1969,بجد ازعاج اسعر سامع اخبار بعض الممثلين والاشخاص الي مابيسوون شي بالدنيا ويتقاضون رواتب ملاين الدولارات انا بطال ومالي شغل 🤬🤬,Negative
1970,ايه فرخة معصبي على طول بتطلع بطني وتقول مين ده طب انتي مين 😒🤬,Negative
1971,ممتاز ممتاز ماشاء الله .. كل الشكر للاستاذ على شرحه الرائع و جهده في توصيل المعلومات 🌹🌹🌹,Positive
1972,صباح النور ☀️ ابي اشتري منكم فستان وردي بس للاسف ماعندي بطاقة فيزا 😭,Mixed
1973,صباح الخير ياحلوين 😍 ين عروضكم يوم الجمعه 💔😭,Negative
1974,اللهم ارزقنا السعاده يارب واجعل ماامر به من هم وكرب فرج قريب يارب ❤️,Positive
